Sales_Group__c,Date,Tender_ID__c,Name,Region__c,Business_Module__c,SAP_Customer_Code__c,City__c,Tender_Status__c,Participation_Status__c,Reason_of_Lost_Won__c,Source__c,State__c,Tender_No__c,Tender_Type__c,Non_Participation_Reason_IN_case_of_NO__c,Opportunity_Number__c,Total Count FY23,Quoted Value FY23,Total Count FY24,Quoted Value FY24,Tender_TAT_FY23,Tender_TAT_FY24
GI,2023-10-22 00:00:00,GEM/2023/B/3280434,TR-001210,South,Indirect,,Bengaluru,In-Process,Yes,,Sales,Karnataka,GEM/2023/B/3280434_MII_N,GEM,,72568,,,1,1.49,,
GI,2023-10-22 00:00:00,MIS(CSR)/CR:1201/2022-23,TR-001211,South,Indirect,,Davanagere,In-Process,Yes,,Sales,Karnataka,MIS(CSR)/CR:1201/2022-23,Open Tender,,72440,,,1,2.63,,
GI,2023-10-22 00:00:00,Budgetary Quotation,TR-001213,South,Direct,0006002179,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,53582,,,1,3.39,,
GI,2023-10-22 00:00:00,2023_TNMSC_296637_1,TR-001316,South,Direct,0006025892,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,"E936/SCOPE/RC/TNMSC/ENGG/2023, DT: 15.03.2023",Open Tender,,72666,,,1,0.35,,
GI,2023-10-22 00:00:00,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,TR-001324,South,Direct,0006112824,THENI,Lost,Yes,Prices_Sales,Sales,Tamil Nadu,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,Open Tender,,75152,,,1,2.74,,
GI,2023-10-22 00:00:00,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",TR-001325,South,Direct,,Salem,In-Process,Yes,,Sales,Tamil Nadu,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",Open Tender,,75755,,,1,2.74,,
GI,2023-10-22 00:00:00,NA,TR-001331,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,3.44,,
GI,2023-10-22 00:00:00,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,TR-001332,South,Direct,,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,Open Tender,,76138,,,1,25.19,,
GI,2023-10-22 00:00:00,NA,TR-001342,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,5.59,,
GI,2023-10-22 00:00:00,NA,TR-001349,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76839,,,1,4.19,,
GI,2023-10-22 00:00:00,NA,TR-001351,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76857,,,1,3.45,,
GI,2023-10-22 00:00:00,NA,TR-001352,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76838,,,1,1.28,,
GI,2023-10-22 00:00:00,NA,TR-001375,South,Indirect,0006124203,Mysore,,Yes,,Sales,Karnataka,NA,Budgetary,,77468,,,,0.00,,
GI,2023-10-22 00:00:00,NA,TR-001382,South,Indirect,0006050154,Bengaluru,,Yes,,Sales,Karnataka,NA,Budgetary,,77550,,,,0.00,,
GI,2023-10-23 00:00:00,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",TR-001189,South,Indirect,0006002187,Puducherry,In-Process,Yes,,Sales,Puducherry,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",GEM,,56394,,,1,3.39,,
GI,2023-10-23 00:00:00,Quotation Basis,TR-001204,South,Direct,,warrangal,In-Process,Yes,,Sales,Telangana,Quotation Basis,PAC,,71827,,,1,3.52,,
GI,2023-10-23 00:00:00,Budgetary Quotation,TR-001208,South,Indirect,0006001816,COIMBATORE,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,70076,,,1,1.27,,
GI,2023-10-23 00:00:00,GEM/2023/B/3280434,TR-001210,South,Indirect,,Bengaluru,In-Process,Yes,,Sales,Karnataka,GEM/2023/B/3280434_MII_N,GEM,,72568,,,1,1.49,,
GI,2023-10-23 00:00:00,MIS(CSR)/CR:1201/2022-23,TR-001211,South,Indirect,,Davanagere,In-Process,Yes,,Sales,Karnataka,MIS(CSR)/CR:1201/2022-23,Open Tender,,72440,,,1,2.63,,
GI,2023-10-23 00:00:00,Budgetary Quotation,TR-001213,South,Direct,0006002179,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,53582,,,1,3.39,,
GI,2023-10-23 00:00:00,2023_TNMSC_296637_1,TR-001316,South,Direct,0006025892,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,"E936/SCOPE/RC/TNMSC/ENGG/2023, DT: 15.03.2023",Open Tender,,72666,,,1,0.35,,
GI,2023-10-23 00:00:00,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,TR-001324,South,Direct,0006112824,THENI,Lost,Yes,Prices_Sales,Sales,Tamil Nadu,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,Open Tender,,75152,,,1,2.74,,
GI,2023-10-23 00:00:00,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",TR-001325,South,Direct,,Salem,In-Process,Yes,,Sales,Tamil Nadu,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",Open Tender,,75755,,,1,2.74,,
GI,2023-10-23 00:00:00,NA,TR-001331,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,3.44,,
GI,2023-10-23 00:00:00,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,TR-001332,South,Direct,,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,Open Tender,,76138,,,1,25.19,,
GI,2023-10-23 00:00:00,NA,TR-001342,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,5.59,,
GI,2023-10-23 00:00:00,NA,TR-001349,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76839,,,1,4.19,,
GI,2023-10-23 00:00:00,NA,TR-001351,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76857,,,1,3.45,,
GI,2023-10-23 00:00:00,NA,TR-001352,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76838,,,1,1.28,,
GI,2023-10-23 00:00:00,NA,TR-001375,South,Indirect,0006124203,Mysore,,Yes,,Sales,Karnataka,NA,Budgetary,,77468,,,,0.00,,
GI,2023-10-23 00:00:00,NA,TR-001382,South,Indirect,0006050154,Bengaluru,,Yes,,Sales,Karnataka,NA,Budgetary,,77550,,,,0.00,,
GI,2023-10-24 00:00:00,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",TR-001189,South,Indirect,0006002187,Puducherry,In-Process,Yes,,Sales,Puducherry,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",GEM,,56394,,,1,3.39,,
GI,2023-10-24 00:00:00,Quotation Basis,TR-001204,South,Direct,,warrangal,In-Process,Yes,,Sales,Telangana,Quotation Basis,PAC,,71827,,,1,3.52,,
GI,2023-10-24 00:00:00,Budgetary Quotation,TR-001208,South,Indirect,0006001816,COIMBATORE,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,70076,,,1,1.27,,
GI,2023-10-24 00:00:00,GEM/2023/B/3280434,TR-001210,South,Indirect,,Bengaluru,In-Process,Yes,,Sales,Karnataka,GEM/2023/B/3280434_MII_N,GEM,,72568,,,1,1.49,,
GI,2023-10-24 00:00:00,MIS(CSR)/CR:1201/2022-23,TR-001211,South,Indirect,,Davanagere,In-Process,Yes,,Sales,Karnataka,MIS(CSR)/CR:1201/2022-23,Open Tender,,72440,,,1,2.63,,
GI,2023-10-24 00:00:00,Budgetary Quotation,TR-001213,South,Direct,0006002179,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,53582,,,1,3.39,,
GI,2023-10-24 00:00:00,2023_TNMSC_296637_1,TR-001316,South,Direct,0006025892,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,"E936/SCOPE/RC/TNMSC/ENGG/2023, DT: 15.03.2023",Open Tender,,72666,,,1,0.35,,
GI,2023-10-24 00:00:00,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,TR-001324,South,Direct,0006112824,THENI,Lost,Yes,Prices_Sales,Sales,Tamil Nadu,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,Open Tender,,75152,,,1,2.74,,
GI,2023-10-24 00:00:00,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",TR-001325,South,Direct,,Salem,In-Process,Yes,,Sales,Tamil Nadu,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",Open Tender,,75755,,,1,2.74,,
GI,2023-10-24 00:00:00,NA,TR-001331,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,3.44,,
GI,2023-10-24 00:00:00,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,TR-001332,South,Direct,,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,Open Tender,,76138,,,1,25.19,,
GI,2023-10-24 00:00:00,NA,TR-001342,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,5.59,,
GI,2023-10-24 00:00:00,NA,TR-001349,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76839,,,1,4.19,,
GI,2023-10-24 00:00:00,NA,TR-001351,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76857,,,1,3.45,,
GI,2023-10-24 00:00:00,NA,TR-001352,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76838,,,1,1.28,,
GI,2023-10-24 00:00:00,NA,TR-001375,South,Indirect,0006124203,Mysore,,Yes,,Sales,Karnataka,NA,Budgetary,,77468,,,,0.00,,
GI,2023-10-24 00:00:00,NA,TR-001382,South,Indirect,0006050154,Bengaluru,,Yes,,Sales,Karnataka,NA,Budgetary,,77550,,,,0.00,,
GI,2023-10-25 00:00:00,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",TR-001189,South,Indirect,0006002187,Puducherry,In-Process,Yes,,Sales,Puducherry,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",GEM,,56394,,,1,3.39,,
GI,2023-10-25 00:00:00,Quotation Basis,TR-001204,South,Direct,,warrangal,In-Process,Yes,,Sales,Telangana,Quotation Basis,PAC,,71827,,,1,3.52,,
GI,2023-10-25 00:00:00,Budgetary Quotation,TR-001208,South,Indirect,0006001816,COIMBATORE,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,70076,,,1,1.27,,
GI,2023-10-25 00:00:00,GEM/2023/B/3280434,TR-001210,South,Indirect,,Bengaluru,In-Process,Yes,,Sales,Karnataka,GEM/2023/B/3280434_MII_N,GEM,,72568,,,1,1.49,,
GI,2023-10-25 00:00:00,MIS(CSR)/CR:1201/2022-23,TR-001211,South,Indirect,,Davanagere,In-Process,Yes,,Sales,Karnataka,MIS(CSR)/CR:1201/2022-23,Open Tender,,72440,,,1,2.63,,
GI,2023-10-25 00:00:00,Budgetary Quotation,TR-001213,South,Direct,0006002179,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,53582,,,1,3.39,,
GI,2023-10-25 00:00:00,2023_TNMSC_296637_1,TR-001316,South,Direct,0006025892,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,"E936/SCOPE/RC/TNMSC/ENGG/2023, DT: 15.03.2023",Open Tender,,72666,,,1,0.35,,
GI,2023-10-25 00:00:00,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,TR-001324,South,Direct,0006112824,THENI,Lost,Yes,Prices_Sales,Sales,Tamil Nadu,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,Open Tender,,75152,,,1,2.74,,
GI,2023-10-25 00:00:00,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",TR-001325,South,Direct,,Salem,In-Process,Yes,,Sales,Tamil Nadu,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",Open Tender,,75755,,,1,2.74,,
GI,2023-10-25 00:00:00,NA,TR-001331,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,3.44,,
GI,2023-10-25 00:00:00,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,TR-001332,South,Direct,,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,Open Tender,,76138,,,1,25.19,,
GI,2023-10-25 00:00:00,NA,TR-001342,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,5.59,,
GI,2023-10-25 00:00:00,NA,TR-001349,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76839,,,1,4.19,,
GI,2023-10-25 00:00:00,NA,TR-001351,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76857,,,1,3.45,,
GI,2023-10-25 00:00:00,NA,TR-001352,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76838,,,1,1.28,,
GI,2023-10-25 00:00:00,NA,TR-001375,South,Indirect,0006124203,Mysore,,Yes,,Sales,Karnataka,NA,Budgetary,,77468,,,,0.00,,
GI,2023-10-25 00:00:00,NA,TR-001382,South,Indirect,0006050154,Bengaluru,,Yes,,Sales,Karnataka,NA,Budgetary,,77550,,,,0.00,,
GI,2023-10-26 00:00:00,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",TR-001189,South,Indirect,0006002187,Puducherry,In-Process,Yes,,Sales,Puducherry,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",GEM,,56394,,,1,3.39,,
GI,2023-10-26 00:00:00,Quotation Basis,TR-001204,South,Direct,,warrangal,In-Process,Yes,,Sales,Telangana,Quotation Basis,PAC,,71827,,,1,3.52,,
GI,2023-10-26 00:00:00,Budgetary Quotation,TR-001208,South,Indirect,0006001816,COIMBATORE,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,70076,,,1,1.27,,
GI,2023-10-26 00:00:00,GEM/2023/B/3280434,TR-001210,South,Indirect,,Bengaluru,In-Process,Yes,,Sales,Karnataka,GEM/2023/B/3280434_MII_N,GEM,,72568,,,1,1.49,,
GI,2023-10-26 00:00:00,MIS(CSR)/CR:1201/2022-23,TR-001211,South,Indirect,,Davanagere,In-Process,Yes,,Sales,Karnataka,MIS(CSR)/CR:1201/2022-23,Open Tender,,72440,,,1,2.63,,
GI,2023-10-26 00:00:00,Budgetary Quotation,TR-001213,South,Direct,0006002179,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,53582,,,1,3.39,,
GI,2023-10-26 00:00:00,2023_TNMSC_296637_1,TR-001316,South,Direct,0006025892,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,"E936/SCOPE/RC/TNMSC/ENGG/2023, DT: 15.03.2023",Open Tender,,72666,,,1,0.35,,
GI,2023-10-26 00:00:00,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,TR-001324,South,Direct,0006112824,THENI,Lost,Yes,Prices_Sales,Sales,Tamil Nadu,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,Open Tender,,75152,,,1,2.74,,
GI,2023-10-26 00:00:00,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",TR-001325,South,Direct,,Salem,In-Process,Yes,,Sales,Tamil Nadu,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",Open Tender,,75755,,,1,2.74,,
GI,2023-10-26 00:00:00,NA,TR-001331,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,3.44,,
GI,2023-10-26 00:00:00,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,TR-001332,South,Direct,,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,Open Tender,,76138,,,1,25.19,,
GI,2023-10-26 00:00:00,NA,TR-001342,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,5.59,,
GI,2023-10-26 00:00:00,NA,TR-001349,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76839,,,1,4.19,,
GI,2023-10-26 00:00:00,NA,TR-001351,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76857,,,1,3.45,,
GI,2023-10-26 00:00:00,NA,TR-001352,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76838,,,1,1.28,,
GI,2023-10-26 00:00:00,NA,TR-001375,South,Indirect,0006124203,Mysore,,Yes,,Sales,Karnataka,NA,Budgetary,,77468,,,,0.00,,
GI,2023-10-26 00:00:00,NA,TR-001382,South,Indirect,0006050154,Bengaluru,,Yes,,Sales,Karnataka,NA,Budgetary,,77550,,,,0.00,,
GI,2023-10-27 00:00:00,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",TR-001189,South,Indirect,0006002187,Puducherry,In-Process,Yes,,Sales,Puducherry,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",GEM,,56394,,,1,3.39,,
GI,2023-10-27 00:00:00,Quotation Basis,TR-001204,South,Direct,,warrangal,In-Process,Yes,,Sales,Telangana,Quotation Basis,PAC,,71827,,,1,3.52,,
GI,2023-10-27 00:00:00,Budgetary Quotation,TR-001208,South,Indirect,0006001816,COIMBATORE,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,70076,,,1,1.27,,
GI,2023-10-27 00:00:00,GEM/2023/B/3280434,TR-001210,South,Indirect,,Bengaluru,In-Process,Yes,,Sales,Karnataka,GEM/2023/B/3280434_MII_N,GEM,,72568,,,1,1.49,,
GI,2023-10-27 00:00:00,MIS(CSR)/CR:1201/2022-23,TR-001211,South,Indirect,,Davanagere,In-Process,Yes,,Sales,Karnataka,MIS(CSR)/CR:1201/2022-23,Open Tender,,72440,,,1,2.63,,
GI,2023-10-27 00:00:00,Budgetary Quotation,TR-001213,South,Direct,0006002179,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,53582,,,1,3.39,,
GI,2023-10-27 00:00:00,2023_TNMSC_296637_1,TR-001316,South,Direct,0006025892,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,"E936/SCOPE/RC/TNMSC/ENGG/2023, DT: 15.03.2023",Open Tender,,72666,,,1,0.35,,
GI,2023-10-27 00:00:00,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,TR-001324,South,Direct,0006112824,THENI,Lost,Yes,Prices_Sales,Sales,Tamil Nadu,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,Open Tender,,75152,,,1,2.74,,
GI,2023-10-27 00:00:00,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",TR-001325,South,Direct,,Salem,In-Process,Yes,,Sales,Tamil Nadu,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",Open Tender,,75755,,,1,2.74,,
GI,2023-10-27 00:00:00,NA,TR-001331,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,3.44,,
GI,2023-10-27 00:00:00,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,TR-001332,South,Direct,,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,Open Tender,,76138,,,1,25.19,,
GI,2023-10-27 00:00:00,NA,TR-001342,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,5.59,,
GI,2023-10-27 00:00:00,NA,TR-001349,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76839,,,1,4.19,,
GI,2023-10-27 00:00:00,NA,TR-001351,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76857,,,1,3.45,,
GI,2023-10-27 00:00:00,NA,TR-001352,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76838,,,1,1.28,,
GI,2023-10-27 00:00:00,NA,TR-001375,South,Indirect,0006124203,Mysore,,Yes,,Sales,Karnataka,NA,Budgetary,,77468,,,,0.00,,
GI,2023-10-27 00:00:00,NA,TR-001382,South,Indirect,0006050154,Bengaluru,,Yes,,Sales,Karnataka,NA,Budgetary,,77550,,,,0.00,,
GI,2023-10-28 00:00:00,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",TR-001189,South,Indirect,0006002187,Puducherry,In-Process,Yes,,Sales,Puducherry,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",GEM,,56394,,,1,3.39,,
GI,2023-10-28 00:00:00,Quotation Basis,TR-001204,South,Direct,,warrangal,In-Process,Yes,,Sales,Telangana,Quotation Basis,PAC,,71827,,,1,3.52,,
GI,2023-10-28 00:00:00,Budgetary Quotation,TR-001208,South,Indirect,0006001816,COIMBATORE,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,70076,,,1,1.27,,
GI,2023-10-28 00:00:00,GEM/2023/B/3280434,TR-001210,South,Indirect,,Bengaluru,In-Process,Yes,,Sales,Karnataka,GEM/2023/B/3280434_MII_N,GEM,,72568,,,1,1.49,,
GI,2023-10-28 00:00:00,MIS(CSR)/CR:1201/2022-23,TR-001211,South,Indirect,,Davanagere,In-Process,Yes,,Sales,Karnataka,MIS(CSR)/CR:1201/2022-23,Open Tender,,72440,,,1,2.63,,
GI,2023-10-28 00:00:00,Budgetary Quotation,TR-001213,South,Direct,0006002179,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,53582,,,1,3.39,,
GI,2023-10-28 00:00:00,2023_TNMSC_296637_1,TR-001316,South,Direct,0006025892,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,"E936/SCOPE/RC/TNMSC/ENGG/2023, DT: 15.03.2023",Open Tender,,72666,,,1,0.35,,
GI,2023-10-28 00:00:00,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,TR-001324,South,Direct,0006112824,THENI,Lost,Yes,Prices_Sales,Sales,Tamil Nadu,900/36/28/Stores/Non Recurring/OT/VMD/VCRI/Theni/2023 Dtd. 30.03.2023,Open Tender,,75152,,,1,2.74,,
GI,2023-10-28 00:00:00,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",TR-001325,South,Direct,,Salem,In-Process,Yes,,Sales,Tamil Nadu,"1835/Stores/VCRI, SLM/VMD/2023 Dtd. 30.03.2023",Open Tender,,75755,,,1,2.74,,
GI,2023-10-28 00:00:00,NA,TR-001331,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,3.44,,
GI,2023-10-28 00:00:00,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,TR-001332,South,Direct,,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,E998/SCOPE/KCSSH/TNMSC/ENGG/2023,Open Tender,,76138,,,1,25.19,,
GI,2023-10-28 00:00:00,NA,TR-001342,South,Indirect,0006002197,MADURAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,56638,,,1,5.59,,
GI,2023-10-28 00:00:00,NA,TR-001349,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76839,,,1,4.19,,
GI,2023-10-28 00:00:00,NA,TR-001351,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76857,,,1,3.45,,
GI,2023-10-28 00:00:00,NA,TR-001352,South,Indirect,0006002113,CHENNAI,In-Process,Yes,,Sales,Tamil Nadu,NA,Budgetary,,76838,,,1,1.28,,
GI,2023-10-28 00:00:00,NA,TR-001375,South,Indirect,0006124203,Mysore,,Yes,,Sales,Karnataka,NA,Budgetary,,77468,,,,0.00,,
GI,2023-10-28 00:00:00,NA,TR-001382,South,Indirect,0006050154,Bengaluru,,Yes,,Sales,Karnataka,NA,Budgetary,,77550,,,,0.00,,
GI,2023-10-29 00:00:00,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",TR-001189,South,Indirect,0006002187,Puducherry,In-Process,Yes,,Sales,Puducherry,"GEM/2023/B/3269097, Dated: 15.03.2023 for Video Endoscope Unit Having Upper Gastrointestinal Scope (Diagnostic and Therapeutic).",GEM,,56394,,,1,3.39,,
GI,2023-10-29 00:00:00,Quotation Basis,TR-001204,South,Direct,,warrangal,In-Process,Yes,,Sales,Telangana,Quotation Basis,PAC,,71827,,,1,3.52,,
GI,2023-10-29 00:00:00,Budgetary Quotation,TR-001208,South,Indirect,0006001816,COIMBATORE,In-Process,Yes,,Sales,Tamil Nadu,Budgetary Quotation,Budgetary,,70076,,,1,1.27,,
GI,2023-10-29 00:00:00,GEM/2023/B/3280434,TR-001210,South,Indirect,,Bengaluru,In-Process,Yes,,Sales,Karnataka,GEM/2023/B/3280434_MII_N,GEM,,72568,,,1,1.49,,
